Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
73,0,0,0,2,1,5,2,0,0,0,0,0,0,0,4
74,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1
75,0,2,1,2,3,10,1,0,0,0,0,0,0,0,2
76,0,0,0,1,8,11,1,0,0,0,0,0,0,0,1
77,0,0,0,1,3,7,0,0,0,0,0,0,0,0,2
78,0,0,0,1,1,8,1,0,0,0,0,0,0,0,1
79,0,2,0,0,9,16,1,0,0,0,0,0,0,0,1
80,1,3,2,3,6,14,1,0,0,0,0,0,0,0,1
81,1,1,3,3,6,17,0,0,0,0,0,0,0,0,4
82,0,0,0,2,8,8,2,0,0,0,0,0,0,0,4
83,0,0,0,0,5,8,1,0,0,0,0,0,0,0,1
84,0,0,0,2,2,3,1,0,0,0,0,0,0,0,3
85,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0
86,0,0,0,3,4,6,1,0,0,0,0,0,0,0,1
87,0,0,0,2,0,7,1,0,0,0,0,0,0,0,3
88,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0
89,0,0,0,2,2,10,2,0,0,0,0,0,0,0,2
90,0,0,0,3,4,5,1,0,0,0,0,0,0,0,1
91,1,0,3,2,16,20,1,0,0,0,0,0,0,0,0
92,0,2,2,0,10,21,1,0,0,0,0,0,0,0,4
93,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3
94,0,0,0,2,8,16,2,0,0,0,0,0,0,0,2
95,0,0,0,4,11,12,0,0,0,0,0,0,0,0,3
96,0,0,0,1,0,4,1,0,0,0,0,0,0,0,4
97,0,1,2,0,7,13,0,0,0,0,0,0,0,0,2
98,0,0,0,2,5,9,0,0,0,0,0,0,0,0,2
99,0,0,0,0,7,10,1,0,0,0,0,0,0,0,2
100,0,0,0,2,4,8,1,0,0,0,0,0,0,0,2
