Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
47,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0
48,0,8,10,4,0,0,0,0,0,0,0,0,0,0,1
49,1,2,8,3,0,0,0,0,0,0,0,0,0,0,1
50,2,8,10,5,0,0,0,0,0,0,0,0,0,0,0
51,2,7,11,5,0,0,0,0,0,0,0,0,0,0,1
52,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0
53,0,10,15,7,0,0,0,0,0,0,0,0,0,0,1
54,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1
55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56,0,9,10,5,0,0,0,0,0,0,0,0,0,0,1
57,2,5,11,5,0,0,0,0,0,0,0,0,0,0,1
58,2,4,6,2,0,0,0,0,0,0,0,0,0,0,1
59,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0
60,0,6,7,3,0,0,0,0,0,0,0,0,0,0,0
61,2,17,19,6,0,0,0,0,0,0,0,0,0,0,0
62,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0
63,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0
64,1,5,9,4,0,0,0,0,0,0,0,0,0,0,0
65,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0
66,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1
67,0,6,10,4,0,0,0,0,0,0,0,0,0,0,0
68,0,2,6,4,0,0,0,0,0,0,0,0,0,0,1
69,1,8,11,4,0,0,0,0,0,0,0,0,0,0,1
70,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
71,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
72,3,10,12,4,0,0,0,0,0,0,0,0,0,0,0
73,1,4,7,4,0,0,0,0,0,0,0,0,0,0,1
74,1,6,8,4,0,0,0,0,0,0,0,0,0,0,0
75,2,8,9,5,0,0,0,0,0,0,0,0,0,0,0
76,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1
77,0,8,11,6,0,0,0,0,0,0,0,0,0,0,0
78,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0
79,1,13,14,5,0,0,0,0,0,0,0,0,0,0,0
80,3,3,8,4,0,0,0,0,0,0,0,0,0,0,0
81,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0
82,1,5,7,3,0,0,0,0,0,0,0,0,0,0,0
83,0,3,6,2,0,0,0,0,0,0,0,0,0,0,1
84,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1
85,0,5,7,2,0,0,0,0,0,0,0,0,0,0,1
86,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
87,0,2,2,3,0,0,0,0,0,0,0,0,0,0,1
88,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0
89,1,6,8,3,0,0,0,0,0,0,0,0,0,0,1
90,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1
91,1,12,17,8,0,0,0,0,0,0,0,0,0,0,1
92,2,10,15,6,0,0,0,0,0,0,0,0,0,0,0
93,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
94,0,8,13,4,0,0,0,0,0,0,0,0,0,0,0
95,2,7,9,5,0,0,0,0,0,0,0,0,0,0,1
96,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1
97,1,9,13,4,0,0,0,0,0,0,0,0,0,0,1
98,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1
99,3,0,6,4,0,0,0,0,0,0,0,0,0,0,1
100,0,6,12,4,0,0,0,0,0,0,0,0,0,0,1
