Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
34,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2
42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3
47,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3
48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
51,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
53,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9,3,0,0,0,0,0,0,0,0,0,0,0,0,5
57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2
66,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4
67,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2
70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
73,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2
77,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4
78,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2
79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3
96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
97,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
