Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
91,7,12,8,0,0,0,0,0,0,0,0,0,0,0,2
92,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0
93,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,7,3,0,0,0,0,0,0,0,0,0,0,0,3
95,6,10,6,0,0,0,0,0,0,0,0,0,0,0,2
96,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
97,7,8,7,0,0,0,0,0,0,0,0,0,0,0,2
98,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3
99,6,8,6,0,0,0,0,0,0,0,0,0,0,0,3
100,6,7,7,0,0,0,0,0,0,0,0,0,0,0,1
