Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
74,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2
92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
