Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
29,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0
30,0,0,1,4,4,3,0,0,0,0,0,0,0,0,1
31,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1
32,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0
33,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2
34,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1
35,0,0,2,2,5,1,0,0,0,0,0,0,0,0,1
36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
37,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1
38,0,0,2,8,11,0,0,0,0,0,0,0,0,0,2
39,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0
40,0,2,0,9,4,0,0,0,0,0,0,0,0,0,2
41,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
42,0,0,1,8,11,2,0,0,0,0,0,0,0,0,2
43,0,0,1,5,7,2,0,0,0,0,0,0,0,0,1
44,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1
45,0,0,3,5,9,1,0,0,0,0,0,0,0,0,1
46,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
47,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0
48,0,0,3,2,9,2,0,0,0,0,0,0,0,0,0
49,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
50,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
51,0,0,0,9,7,0,0,0,0,0,0,0,0,0,3
52,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0
53,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,1,4,3,0,0,0,0,0,0,0,0,2
55,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1
56,0,0,1,3,3,2,0,0,0,0,0,0,0,0,2
57,0,0,3,10,7,1,0,0,0,0,0,0,0,0,1
58,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
59,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,5,7,0,0,0,0,0,0,0,0,0,1
61,0,0,0,17,2,1,0,0,0,0,0,0,0,0,0
62,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1
63,0,0,2,2,5,1,0,0,0,0,0,0,0,0,1
64,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
65,0,0,1,3,4,0,0,0,0,0,0,0,0,0,1
66,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0
67,0,0,2,8,9,0,0,0,0,0,0,0,0,0,1
68,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
69,0,0,1,8,9,2,0,0,0,0,0,0,0,0,1
70,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
71,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
72,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0
73,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0
74,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
75,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2
76,0,0,3,4,6,1,0,0,0,0,0,0,0,0,1
77,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
79,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1
80,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
81,0,2,0,3,7,0,0,0,0,0,0,0,0,0,1
82,0,0,3,1,2,2,0,0,0,0,0,0,0,0,1
83,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0
84,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
85,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
86,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
87,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
88,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1
89,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2
90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0
92,0,1,2,11,6,0,0,0,0,0,0,0,0,0,1
93,0,0,2,3,4,0,0,0,0,0,0,0,0,0,2
94,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
96,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
97,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0
98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
99,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0
100,0,0,2,6,6,1,0,0,0,0,0,0,0,0,2
