Student Number,Folder 1,Folder 2,Folder 3,Folder 4,Folder 5,Folder 6,Folder 7,Folder 8,Folder 9,Folder 10,Folder 11,Folder 12,Solutions,Past Exam Paper,Course Help Files
33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2
37,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2
39,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
40,9,3,0,0,0,0,0,0,0,0,0,0,0,0,4
41,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4
42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
43,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3
44,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4
45,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5
46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3
47,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3
48,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
50,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3
51,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2
52,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5
53,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9,3,0,0,0,0,0,0,0,0,0,0,0,0,5
57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3
61,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3
65,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3
66,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4
67,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
69,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2
70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
73,10,3,0,0,0,0,0,0,0,0,0,0,0,0,4
74,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
76,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2
77,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4
78,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4
79,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5
83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3
85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2
88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
90,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3
92,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2
93,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3
94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
95,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3
96,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
97,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3
98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
99,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2
